Hours Studies,Attendance,Sleep Hours,Parental Education,Extra Activities,Previous Score,Result (Pass/Fail)
3.9,66,7.4,PhD,Yes,91,Pass
7.8,67,9.5,Diploma,No,53,Pass
7.9,87,8.0,Undergraduate,No,83,Pass
6.7,68,4.6,Diploma,Yes,76,Pass
4.1,92,9.5,Undergraduate,No,87,Pass
3.7,55,8.5,PhD,Yes,51,Fail
9.8,85,4.7,Diploma,No,61,Pass
2.4,74,9.3,Diploma,Yes,100,Pass
7.1,92,8.7,Undergraduate,Yes,47,Pass
8.8,78,8.9,High School,No,44,Pass
1.4,91,6.8,PhD,Yes,68,Pass
5.8,89,9.0,PhD,No,41,Pass
3.1,61,7.2,Diploma,No,83,Fail
6.1,100,5.9,Diploma,Yes,48,Pass
8.5,64,7.6,Postgraduate,Yes,77,Pass
4.1,85,5.6,Undergraduate,No,55,Pass
9.8,68,5.5,Postgraduate,No,35,Pass
4.2,78,7.8,Undergraduate,Yes,78,Pass
1.7,78,7.9,Postgraduate,No,38,Fail
3.3,81,8.3,High School,No,77,Pass
2.0,80,4.8,Undergraduate,No,63,Fail
7.2,63,9.2,Undergraduate,No,51,Pass
2.9,70,7.1,Postgraduate,Yes,47,Fail
2.4,57,5.2,High School,No,45,Fail
3.4,58,9.2,PhD,Yes,66,Fail
8.7,85,8.5,High School,Yes,99,Pass
4.1,75,9.2,Undergraduate,Yes,42,Fail
3.2,65,7.2,PhD,Yes,95,Pass
2.9,57,7.9,Undergraduate,Yes,62,Fail
3.4,82,8.9,Undergraduate,Yes,46,Fail
7.8,65,6.3,Undergraduate,Yes,86,Pass
6.5,66,7.8,PhD,Yes,56,Pass
6.8,65,4.7,Undergraduate,Yes,90,Pass
7.4,51,5.3,Undergraduate,Yes,48,Fail
3.0,80,5.5,Postgraduate,Yes,82,Pass
2.6,50,6.2,Postgraduate,Yes,51,Fail
5.7,99,7.9,Diploma,No,88,Pass
4.3,78,9.4,Undergraduate,No,83,Pass
4.7,67,9.5,PhD,Yes,42,Fail
7.4,82,8.0,Undergraduate,Yes,51,Pass
2.3,68,8.1,PhD,No,95,Pass
9.6,98,8.4,Postgraduate,Yes,83,Pass
0.9,97,9.4,Postgraduate,No,65,Fail
8.8,77,6.5,Postgraduate,No,93,Pass
5.8,65,8.5,PhD,No,96,Pass
5.2,100,8.5,Postgraduate,Yes,59,Pass
7.6,96,4.8,Diploma,No,96,Pass
5.8,62,7.4,PhD,No,54,Pass
5.7,58,6.7,High School,No,55,Fail
7.9,96,7.0,Postgraduate,No,64,Pass
3.4,66,5.2,Undergraduate,Yes,79,Fail
4.4,71,5.8,Diploma,Yes,52,Fail
4.5,91,5.5,Postgraduate,Yes,80,Pass
8.7,93,6.9,Undergraduate,Yes,48,Pass
1.7,80,7.0,Postgraduate,No,70,Fail
1.4,82,4.6,Diploma,No,81,Fail
8.0,78,7.3,Diploma,No,70,Pass
2.4,51,4.7,PhD,Yes,35,Fail
3.5,97,6.7,Postgraduate,No,35,Fail
4.3,59,4.9,Diploma,Yes,85,Fail
2.4,89,8.2,High School,Yes,51,Fail
0.8,92,9.2,Postgraduate,No,85,Pass
8.3,81,7.6,Postgraduate,Yes,96,Pass
6.1,73,8.9,Undergraduate,Yes,37,Fail
6.5,50,6.2,Undergraduate,No,47,Fail
1.5,60,6.8,Undergraduate,No,92,Fail
6.9,84,4.9,High School,No,86,Pass
6.1,94,4.8,Undergraduate,Yes,72,Pass
5.7,60,7.5,Postgraduate,Yes,59,Pass
1.0,81,5.8,Diploma,No,37,Fail
1.4,52,5.2,Undergraduate,Yes,81,Fail
1.4,67,4.7,Undergraduate,No,87,Fail
0.8,59,8.1,High School,Yes,41,Fail
1.7,84,8.3,Diploma,Yes,87,Pass
7.7,77,8.0,Undergraduate,Yes,75,Pass
4.6,84,5.7,PhD,No,54,Pass
5.8,96,8.6,Undergraduate,No,40,Pass
9.1,71,6.1,Undergraduate,Yes,80,Pass
5.8,75,9.2,High School,No,77,Pass
8.7,52,5.7,PhD,No,92,Pass
6.6,88,8.7,PhD,No,85,Pass
8.6,72,7.3,Diploma,No,53,Pass
5.5,85,8.2,High School,No,73,Pass
2.8,60,7.3,Postgraduate,Yes,100,Pass
9.2,70,7.8,High School,No,94,Pass
3.9,62,5.7,Undergraduate,No,96,Pass
0.5,59,6.4,Postgraduate,Yes,36,Fail
0.8,78,5.9,Undergraduate,No,55,Fail
6.9,81,5.6,PhD,No,42,Pass
7.4,95,9.4,Undergraduate,Yes,68,Pass
0.7,53,8.3,Undergraduate,Yes,43,Fail
8.7,93,8.2,Undergraduate,No,62,Pass
8.7,52,4.8,Diploma,Yes,56,Pass
4.5,81,5.7,Undergraduate,No,76,Pass
6.1,99,8.5,Postgraduate,Yes,81,Pass
9.6,82,6.7,PhD,No,96,Pass
3.6,76,4.6,High School,No,40,Fail
2.7,82,7.0,Postgraduate,Yes,87,Pass
1.9,76,7.9,Diploma,Yes,49,Fail
8.0,76,4.7,Postgraduate,No,80,Pass
3.5,78,8.8,Postgraduate,Yes,87,Pass
6.6,77,6.6,PhD,Yes,66,Pass
6.7,60,7.5,Undergraduate,Yes,46,Pass
10.0,56,9.4,Undergraduate,No,48,Pass
1.5,91,7.4,Diploma,Yes,72,Pass
5.8,87,8.9,High School,No,69,Pass
2.0,60,8.9,Undergraduate,Yes,77,Fail
6.2,53,9.3,Postgraduate,Yes,71,Pass
5.4,80,8.5,High School,No,40,Fail
9.8,54,9.3,Diploma,Yes,84,Pass
3.4,75,8.8,PhD,Yes,55,Fail
8.1,72,8.1,Diploma,Yes,76,Pass
0.7,66,5.3,High School,No,48,Fail
3.9,100,6.1,Undergraduate,No,98,Pass
9.3,72,7.3,Postgraduate,Yes,49,Pass
0.7,99,8.8,Diploma,Yes,78,Pass
5.6,66,4.7,Undergraduate,No,99,Pass
7.3,94,8.4,Postgraduate,No,48,Pass
5.3,54,7.7,High School,No,38,Fail
1.3,72,7.9,Postgraduate,No,43,Fail
5.4,77,8.5,Undergraduate,No,38,Fail
5.9,70,4.6,Undergraduate,No,52,Fail
5.6,93,8.2,Undergraduate,Yes,88,Pass
3.2,100,9.4,High School,No,86,Pass
4.2,87,6.7,Undergraduate,No,81,Pass
2.8,89,7.9,Diploma,Yes,86,Pass
9.2,53,4.5,Postgraduate,No,68,Pass
2.8,55,6.7,Postgraduate,Yes,96,Pass
8.2,60,7.2,PhD,Yes,84,Pass
5.7,63,8.6,Postgraduate,No,73,Pass
1.0,70,9.1,Diploma,Yes,99,Fail
6.3,78,6.6,PhD,No,97,Pass
9.9,75,7.2,Diploma,Yes,83,Pass
2.6,59,4.7,Diploma,No,45,Fail
1.5,74,6.3,Undergraduate,Yes,99,Pass
5.8,60,8.6,Diploma,Yes,77,Pass
6.9,95,7.5,PhD,No,63,Pass
9.8,94,8.4,Diploma,No,95,Pass
6.5,78,6.4,High School,Yes,71,Pass
7.1,69,5.4,Undergraduate,No,62,Pass
1.7,99,8.9,High School,Yes,54,Fail
0.6,75,6.4,High School,Yes,83,Fail
8.2,86,5.8,Postgraduate,No,96,Pass
6.5,84,8.2,Postgraduate,No,49,Pass
4.4,90,6.0,Undergraduate,Yes,48,Pass
2.9,64,6.5,Undergraduate,Yes,50,Fail
2.9,64,9.5,Postgraduate,Yes,85,Pass
8.9,75,8.0,High School,No,69,Pass
5.3,71,5.0,High School,Yes,39,Fail
1.5,74,4.7,Postgraduate,No,38,Fail
5.4,78,6.9,Undergraduate,Yes,39,Fail
5.9,81,5.2,Diploma,Yes,55,Pass
1.4,65,4.7,Diploma,No,100,Fail
1.8,93,7.6,Postgraduate,No,58,Fail
7.9,93,6.7,Postgraduate,Yes,98,Pass
5.5,92,5.4,Undergraduate,Yes,74,Pass
8.4,78,8.0,High School,Yes,96,Pass
6.1,61,6.3,Diploma,Yes,55,Pass
2.5,70,5.3,Diploma,Yes,65,Fail
9.9,59,4.8,High School,Yes,55,Pass
2.2,59,7.3,PhD,Yes,44,Fail
8.6,79,5.5,Undergraduate,No,81,Pass
8.9,87,7.7,PhD,No,70,Pass
1.5,58,5.0,Postgraduate,Yes,44,Fail
9.7,100,8.6,Undergraduate,No,98,Pass
6.0,56,8.2,High School,Yes,54,Fail
4.8,54,9.2,Postgraduate,Yes,42,Fail
0.8,74,8.4,High School,Yes,91,Fail
7.4,76,5.2,High School,No,96,Pass
1.7,72,7.0,High School,No,62,Fail
2.5,96,8.2,PhD,Yes,53,Pass
1.7,71,9.5,High School,No,54,Fail
3.0,74,4.7,PhD,No,79,Fail
7.1,81,5.6,Undergraduate,No,74,Pass
9.5,82,5.6,Undergraduate,No,98,Pass
5.5,100,6.3,PhD,Yes,90,Pass
7.7,52,8.2,Postgraduate,No,74,Pass
6.3,85,5.5,Undergraduate,No,76,Pass
3.9,58,7.8,Diploma,No,50,Fail
2.4,94,6.3,Diploma,Yes,39,Fail
6.7,65,7.8,High School,No,83,Pass
2.4,88,7.5,High School,No,51,Fail
9.9,83,8.8,Undergraduate,No,75,Pass
9.2,65,7.8,Undergraduate,Yes,77,Pass
4.6,94,8.3,High School,Yes,97,Pass
2.5,71,8.9,Undergraduate,No,74,Fail
5.5,66,5.3,Undergraduate,Yes,75,Pass
7.6,76,6.7,Undergraduate,No,45,Pass
6.5,59,6.6,Postgraduate,No,85,Pass
6.5,58,6.0,Undergraduate,Yes,75,Pass
5.6,52,6.5,Diploma,Yes,41,Fail
2.0,54,8.8,Postgraduate,Yes,83,Fail
9.0,87,6.9,PhD,No,46,Pass
4.3,81,5.5,Postgraduate,Yes,77,Pass
5.4,85,8.5,Undergraduate,No,80,Pass
3.9,59,5.3,Diploma,No,72,Fail
2.4,69,7.6,Undergraduate,Yes,85,Pass
2.9,81,8.2,Undergraduate,Yes,68,Pass
7.1,56,5.8,Diploma,Yes,42,Fail
7.3,66,4.6,High School,No,82,Pass
4.9,90,7.8,Undergraduate,Yes,41,Pass
5.5,99,4.6,Undergraduate,No,71,Pass
2.5,65,9.1,Undergraduate,Yes,85,Fail
7.9,72,6.0,High School,Yes,75,Pass
6.9,72,8.1,High School,No,94,Pass
4.4,57,6.6,Diploma,No,93,Pass
9.3,84,6.2,Diploma,Yes,56,Pass
8.1,83,6.8,Undergraduate,Yes,45,Pass
2.2,86,7.6,Diploma,No,92,Pass
1.6,83,4.7,Undergraduate,Yes,45,Fail
5.5,59,8.0,Postgraduate,No,42,Fail
7.9,68,5.4,Diploma,No,97,Pass
5.9,91,8.3,High School,No,74,Pass
3.5,61,5.1,Undergraduate,Yes,71,Fail
7.0,56,9.3,Undergraduate,Yes,36,Fail
6.7,82,5.6,Diploma,No,36,Pass
8.6,68,8.1,PhD,No,52,Pass
9.8,57,6.8,Undergraduate,Yes,86,Pass
1.1,55,6.4,Undergraduate,No,86,Fail
7.1,93,5.4,Diploma,Yes,38,Pass
6.6,51,9.5,Undergraduate,No,52,Fail
7.3,56,8.6,Diploma,Yes,79,Pass
9.8,97,7.9,PhD,Yes,53,Pass
9.4,89,6.8,Diploma,Yes,83,Pass
5.3,74,6.7,PhD,No,45,Fail
2.4,88,5.0,Diploma,Yes,64,Fail
4.5,68,6.8,Postgraduate,Yes,92,Pass
0.9,58,6.8,Undergraduate,Yes,83,Fail
9.9,69,7.8,Undergraduate,Yes,41,Pass
8.9,78,9.0,High School,Yes,52,Pass
5.7,71,6.8,High School,Yes,60,Pass
3.1,67,7.7,Postgraduate,Yes,36,Fail
0.6,59,7.9,High School,Yes,89,Fail
5.6,91,8.5,Diploma,Yes,92,Pass
1.8,82,7.3,Postgraduate,Yes,73,Pass
2.2,69,7.9,Undergraduate,No,57,Fail
5.5,55,7.8,Postgraduate,No,97,Pass
6.3,51,4.7,High School,No,56,Fail
1.9,94,8.9,Undergraduate,Yes,43,Fail
6.7,70,5.7,Undergraduate,Yes,47,Pass
4.2,59,8.5,High School,No,96,Pass
4.9,69,9.2,Undergraduate,Yes,88,Pass
8.7,73,9.0,Undergraduate,Yes,69,Pass
8.5,91,8.7,Diploma,Yes,45,Pass
6.3,99,9.2,Undergraduate,No,82,Pass
8.6,74,9.1,Postgraduate,No,61,Pass
1.7,64,5.2,Diploma,Yes,87,Fail
6.4,82,7.0,Undergraduate,No,40,Pass
7.1,96,8.0,Postgraduate,Yes,85,Pass
6.0,51,7.2,Undergraduate,Yes,44,Fail
7.9,94,7.9,Undergraduate,Yes,58,Pass
1.2,90,6.5,PhD,Yes,54,Fail
1.0,64,8.7,High School,Yes,96,Fail
1.3,83,7.4,High School,Yes,48,Fail
0.7,92,5.9,PhD,Yes,72,Pass
2.8,57,5.9,Diploma,Yes,72,Fail
5.3,59,7.0,Undergraduate,Yes,91,Pass
6.1,76,5.9,PhD,Yes,50,Pass
5.7,64,9.1,Postgraduate,Yes,88,Pass
3.0,93,8.9,Postgraduate,No,69,Pass
10.0,94,5.4,Undergraduate,Yes,78,Pass
8.1,77,8.4,Undergraduate,Yes,43,Pass
2.9,69,4.5,Postgraduate,Yes,58,Fail
6.6,76,6.7,PhD,Yes,65,Pass
3.8,65,7.0,Postgraduate,No,62,Fail
7.8,83,9.0,PhD,Yes,93,Pass
8.4,87,5.8,Undergraduate,Yes,66,Pass
6.4,52,5.9,Diploma,No,60,Fail
2.8,57,4.6,Undergraduate,Yes,81,Fail
2.7,90,5.7,Undergraduate,Yes,89,Pass
3.1,82,4.6,High School,Yes,83,Fail
1.0,57,5.4,Undergraduate,Yes,47,Fail
3.2,60,7.3,High School,No,72,Fail
6.2,75,5.3,Postgraduate,Yes,80,Pass
4.2,67,7.3,High School,No,58,Fail
3.5,76,8.4,Postgraduate,No,93,Pass
2.7,55,6.3,Undergraduate,No,45,Fail
3.5,79,8.5,Undergraduate,Yes,48,Fail
7.8,74,4.7,PhD,Yes,72,Pass
7.9,55,5.1,Diploma,Yes,69,Pass
1.5,73,6.3,Undergraduate,Yes,52,Fail
2.4,52,6.8,Diploma,No,85,Fail
2.0,95,4.8,Undergraduate,No,60,Fail
5.7,64,9.2,Diploma,No,59,Pass
8.9,80,8.1,Postgraduate,Yes,97,Pass
4.7,65,6.2,Undergraduate,Yes,63,Pass
9.1,68,4.7,Diploma,No,83,Pass
6.1,70,8.6,Postgraduate,Yes,44,Pass
8.8,75,6.5,Undergraduate,Yes,83,Pass
7.6,54,5.4,Undergraduate,Yes,96,Pass
7.8,89,8.7,Undergraduate,No,90,Pass
4.5,58,6.8,Postgraduate,No,63,Fail
8.3,50,7.1,Diploma,No,59,Pass
1.0,87,5.4,Postgraduate,Yes,83,Fail
5.8,60,8.8,Diploma,Yes,54,Fail
6.0,90,8.3,Postgraduate,No,41,Pass
9.9,84,9.3,Undergraduate,Yes,58,Pass
8.9,66,7.1,Undergraduate,No,97,Pass
3.4,51,8.3,Diploma,No,75,Fail
3.4,65,5.7,Diploma,Yes,92,Pass
5.4,58,6.3,Undergraduate,No,40,Fail
3.2,97,5.0,Diploma,Yes,75,Pass
1.4,54,8.0,High School,No,80,Fail
7.0,61,5.1,PhD,Yes,92,Pass
4.4,52,7.3,Undergraduate,No,86,Fail
9.0,87,7.0,Undergraduate,Yes,85,Pass
4.5,85,8.4,Undergraduate,No,81,Pass
4.0,93,8.6,Postgraduate,No,56,Pass
1.4,100,9.4,Undergraduate,No,53,Fail
6.0,84,6.7,Diploma,No,62,Pass
4.3,100,7.0,High School,No,44,Pass
2.6,55,9.2,Diploma,No,80,Fail
9.5,78,6.8,Diploma,Yes,76,Pass
6.5,99,7.4,Diploma,No,83,Pass
9.4,97,5.8,Undergraduate,No,49,Pass
4.2,89,8.8,Diploma,No,72,Pass
9.6,62,5.3,Postgraduate,No,54,Pass
8.9,58,8.1,Undergraduate,No,99,Pass
2.5,67,4.8,Postgraduate,No,75,Fail
8.6,75,8.5,Postgraduate,No,75,Pass
8.1,86,6.2,Postgraduate,No,85,Pass
8.4,56,8.2,Diploma,Yes,95,Pass
2.0,69,7.4,Undergraduate,Yes,60,Fail
6.7,84,8.0,Diploma,No,79,Pass
5.5,70,8.6,Postgraduate,Yes,40,Fail
7.9,50,8.5,PhD,Yes,83,Pass
7.9,93,6.9,Undergraduate,No,96,Pass
4.1,71,6.5,Postgraduate,No,49,Fail
1.2,84,7.7,High School,Yes,66,Fail
0.7,83,6.7,Undergraduate,Yes,58,Fail
7.6,53,5.4,High School,No,68,Fail
2.5,50,5.4,High School,No,67,Fail
5.0,53,8.3,Undergraduate,Yes,100,Pass
5.3,93,4.7,Diploma,No,93,Pass
7.2,79,5.2,High School,No,78,Pass
5.0,98,6.3,High School,Yes,84,Pass
6.9,80,8.1,High School,No,99,Pass
5.1,63,7.5,Undergraduate,No,50,Fail
2.7,85,5.8,Diploma,No,55,Fail
8.2,96,9.0,Undergraduate,No,98,Pass
2.0,85,8.5,Undergraduate,No,54,Fail
3.9,58,9.0,Undergraduate,Yes,83,Pass
1.1,88,7.0,PhD,No,68,Fail
7.2,64,9.3,Postgraduate,No,56,Pass
2.7,54,7.7,High School,Yes,81,Fail
3.8,55,9.3,Undergraduate,Yes,36,Fail
9.5,93,7.7,Diploma,No,40,Pass
3.2,63,6.9,High School,No,77,Fail
4.1,74,5.5,Postgraduate,No,69,Pass
1.2,86,7.9,High School,No,61,Fail
3.0,93,5.8,Undergraduate,No,62,Pass
1.9,86,9.4,High School,No,42,Fail
8.5,58,8.7,Diploma,Yes,83,Pass
7.3,90,8.8,Undergraduate,Yes,79,Pass
2.9,73,7.9,Postgraduate,No,46,Fail
6.1,69,7.6,PhD,Yes,81,Pass
3.7,94,4.6,Postgraduate,No,73,Pass
3.9,72,6.8,Diploma,Yes,89,Pass
3.1,91,8.3,Undergraduate,No,95,Pass
3.9,88,8.9,Undergraduate,Yes,66,Pass
8.4,81,4.9,Diploma,Yes,76,Pass
2.0,58,6.3,Undergraduate,No,74,Fail
8.9,91,7.1,PhD,Yes,73,Pass
3.0,52,5.2,Undergraduate,No,99,Fail
0.8,61,7.0,Undergraduate,Yes,70,Fail
7.7,98,7.6,Undergraduate,Yes,43,Pass
2.0,65,8.7,PhD,Yes,50,Fail
5.9,56,5.4,Undergraduate,Yes,47,Fail
2.0,60,6.4,Diploma,Yes,70,Fail
3.0,51,7.6,Postgraduate,Yes,69,Fail
3.6,88,5.0,Undergraduate,Yes,39,Fail
6.3,73,8.6,PhD,Yes,61,Pass
8.3,90,4.8,Postgraduate,No,82,Pass
4.6,88,5.6,Postgraduate,Yes,81,Pass
7.4,78,8.7,Postgraduate,Yes,38,Pass
8.9,65,7.0,Postgraduate,Yes,83,Pass
8.2,61,7.9,Undergraduate,No,58,Pass
9.0,68,6.9,Postgraduate,Yes,75,Pass
5.3,55,8.6,Undergraduate,Yes,67,Fail
0.8,92,9.2,PhD,No,58,Fail
5.5,63,9.1,Postgraduate,Yes,53,Pass
0.8,62,5.6,Postgraduate,Yes,43,Fail
3.6,89,6.1,Postgraduate,No,59,Pass
6.3,55,5.4,PhD,Yes,46,Fail
4.3,96,8.8,Undergraduate,No,73,Pass
8.1,83,6.5,High School,No,50,Pass
4.3,95,7.8,PhD,No,40,Pass
9.6,51,8.9,High School,Yes,53,Pass
2.1,61,9.4,Postgraduate,Yes,97,Pass
5.0,82,5.0,High School,Yes,43,Fail
1.0,100,9.5,PhD,No,68,Pass
4.4,98,4.9,Undergraduate,Yes,93,Pass
3.7,96,8.2,Postgraduate,Yes,46,Pass
7.3,56,4.9,PhD,No,37,Fail
1.3,77,5.4,Postgraduate,Yes,82,Fail
4.1,51,6.4,Undergraduate,Yes,72,Fail
0.7,64,4.7,Diploma,No,47,Fail
3.8,81,5.4,Diploma,No,91,Pass
5.7,63,8.4,Undergraduate,Yes,86,Pass
1.8,64,8.6,Undergraduate,No,39,Fail
2.5,92,6.6,High School,Yes,89,Pass
2.1,58,6.6,Postgraduate,Yes,63,Fail
7.4,67,8.7,Postgraduate,No,65,Pass
1.9,83,6.2,Diploma,Yes,76,Pass
8.1,95,5.0,Diploma,Yes,82,Pass
9.0,64,7.2,PhD,No,57,Pass
1.9,86,5.6,Undergraduate,No,89,Pass
0.6,79,9.0,High School,Yes,70,Fail
4.0,88,9.1,Postgraduate,No,68,Pass
7.4,72,7.8,Postgraduate,Yes,95,Pass
3.9,70,7.5,Undergraduate,Yes,68,Pass
5.3,97,8.8,Diploma,Yes,69,Pass
2.1,86,9.1,Diploma,No,36,Fail
2.7,78,5.8,Postgraduate,No,73,Pass
8.5,69,6.9,PhD,Yes,98,Pass
4.1,60,6.2,High School,No,84,Fail
8.2,79,8.0,Diploma,No,67,Pass
8.8,86,7.2,PhD,No,98,Pass
6.3,87,8.6,PhD,Yes,61,Pass
2.8,96,5.3,Diploma,No,41,Fail
6.7,91,4.7,Postgraduate,No,92,Pass
1.4,53,8.9,High School,Yes,93,Fail
9.0,72,5.3,PhD,No,44,Pass
8.1,65,7.1,Undergraduate,Yes,65,Pass
8.0,73,4.9,High School,No,94,Pass
6.6,55,8.5,Diploma,No,39,Fail
4.8,71,6.7,Undergraduate,Yes,51,Fail
6.9,87,7.3,Postgraduate,No,62,Pass
6.0,86,5.4,Undergraduate,No,60,Pass
3.1,50,6.1,Diploma,Yes,70,Fail
3.8,60,7.9,Postgraduate,No,59,Fail
2.6,95,9.0,PhD,Yes,88,Pass
7.0,52,6.9,PhD,Yes,36,Fail
4.9,60,7.1,Undergraduate,Yes,54,Fail
2.2,84,7.4,PhD,No,92,Pass
8.2,90,5.7,Postgraduate,No,43,Pass
5.8,93,6.0,PhD,Yes,42,Pass
6.6,51,4.7,Postgraduate,Yes,87,Pass
7.7,75,4.7,PhD,Yes,56,Pass
4.7,76,5.8,Undergraduate,No,64,Pass
1.0,70,5.8,Undergraduate,Yes,73,Fail
3.3,63,7.2,Diploma,No,90,Pass
6.6,95,5.0,Undergraduate,Yes,83,Pass
3.0,68,6.8,Postgraduate,Yes,97,Pass
8.4,97,9.0,Diploma,Yes,89,Pass
1.4,55,6.2,Diploma,Yes,84,Fail
2.8,76,6.3,Postgraduate,No,46,Fail
2.6,93,4.5,High School,No,58,Fail
8.1,84,5.6,Undergraduate,No,96,Pass
4.8,54,9.4,High School,Yes,82,Pass
5.1,100,5.2,Undergraduate,No,89,Pass
1.9,85,5.2,Postgraduate,Yes,64,Fail
7.1,97,8.0,Postgraduate,Yes,70,Pass
2.6,55,8.9,Postgraduate,No,81,Fail
5.0,71,7.9,Undergraduate,Yes,97,Pass
7.5,84,6.7,Diploma,No,72,Pass
2.8,74,6.9,Postgraduate,No,97,Pass
9.3,79,6.0,High School,No,54,Pass
8.3,100,4.8,Diploma,Yes,39,Pass
1.7,75,8.1,Undergraduate,Yes,57,Fail
6.5,70,8.9,Undergraduate,Yes,95,Pass
2.6,62,8.1,High School,No,78,Fail
3.7,73,4.6,Diploma,Yes,62,Fail
7.2,99,4.5,Diploma,No,38,Pass
2.4,80,6.8,Postgraduate,No,87,Pass
7.8,86,7.2,Diploma,Yes,72,Pass
3.6,78,4.9,Postgraduate,No,70,Fail
5.1,70,8.7,Undergraduate,Yes,59,Pass
8.8,87,8.6,Undergraduate,Yes,45,Pass
5.6,98,5.2,Undergraduate,No,66,Pass
7.1,83,5.2,Diploma,Yes,75,Pass
8.3,57,4.9,PhD,No,48,Pass
4.1,62,6.2,Postgraduate,No,87,Pass
1.3,92,5.9,Undergraduate,No,37,Fail
4.4,61,7.3,Undergraduate,No,35,Fail
1.4,78,5.5,Undergraduate,Yes,93,Pass
9.6,59,4.6,Postgraduate,No,66,Pass
1.1,86,5.3,Undergraduate,Yes,99,Pass
0.8,82,7.6,Undergraduate,Yes,46,Fail
7.4,72,5.0,Undergraduate,Yes,38,Fail
5.9,81,7.8,Diploma,No,82,Pass
3.1,61,8.7,Undergraduate,No,48,Fail
3.0,71,8.9,Diploma,Yes,55,Fail
7.0,78,7.2,Postgraduate,No,73,Pass
3.8,85,7.2,Undergraduate,Yes,57,Pass
7.7,76,8.2,Undergraduate,No,95,Pass
1.2,60,7.5,Undergraduate,No,58,Fail
2.1,99,6.6,Undergraduate,Yes,89,Pass
2.8,62,8.1,PhD,No,64,Fail
7.4,90,5.8,Diploma,No,71,Pass
3.9,83,7.5,Undergraduate,No,64,Pass
7.0,56,6.0,High School,Yes,83,Pass
6.4,76,8.5,High School,Yes,61,Pass
4.5,54,5.5,Diploma,No,61,Fail
6.0,74,5.6,Undergraduate,Yes,90,Pass
1.8,85,6.6,Postgraduate,Yes,88,Pass
7.9,66,6.4,PhD,No,45,Pass
6.8,62,5.6,Postgraduate,No,97,Pass
2.4,56,7.9,Undergraduate,No,49,Fail
6.5,86,8.1,Postgraduate,Yes,98,Pass
1.5,57,6.6,Undergraduate,Yes,52,Fail
7.9,83,8.1,High School,No,47,Pass
9.1,63,5.7,PhD,No,86,Pass
9.3,50,7.5,Undergraduate,No,71,Pass
6.9,92,6.6,High School,No,38,Pass
8.2,66,8.1,PhD,No,65,Pass
1.8,70,8.7,Undergraduate,No,39,Fail
6.9,94,8.6,Postgraduate,Yes,77,Pass
3.7,74,4.6,Postgraduate,Yes,68,Fail
0.7,63,4.6,Undergraduate,Yes,88,Fail
3.6,56,7.4,High School,Yes,47,Fail
4.3,92,9.1,Undergraduate,Yes,72,Pass
6.7,65,7.8,High School,No,55,Pass
8.3,58,6.4,Diploma,No,57,Pass
7.0,83,5.1,Diploma,No,90,Pass
7.9,63,7.6,PhD,No,47,Pass
9.1,71,5.1,PhD,No,94,Pass
5.7,96,6.5,PhD,No,71,Pass
3.5,80,7.8,Undergraduate,Yes,61,Pass
5.3,82,5.6,Undergraduate,Yes,91,Pass
4.8,87,8.5,Undergraduate,Yes,67,Pass
5.3,95,7.7,Undergraduate,No,59,Pass
0.6,87,6.9,Diploma,No,79,Fail
4.7,85,7.3,PhD,Yes,50,Pass
3.9,67,9.1,High School,No,60,Fail
6.2,82,6.6,Undergraduate,No,100,Pass
5.7,91,6.1,Undergraduate,Yes,58,Pass
4.5,53,9.1,High School,Yes,69,Fail
7.5,87,6.0,Postgraduate,No,71,Pass
7.1,81,5.4,Diploma,Yes,36,Pass
5.0,70,7.0,Diploma,No,85,Pass
8.3,74,6.2,Undergraduate,Yes,99,Pass
8.8,81,9.3,Undergraduate,Yes,90,Pass
1.8,79,5.9,Diploma,No,43,Fail
6.0,57,4.7,PhD,Yes,75,Pass
7.1,74,7.4,Postgraduate,No,76,Pass
4.9,57,8.9,High School,No,88,Pass
9.1,97,4.7,Postgraduate,Yes,86,Pass
6.5,89,9.1,Postgraduate,No,75,Pass
3.2,97,7.8,PhD,No,64,Pass
9.5,84,5.3,Undergraduate,Yes,87,Pass
8.3,84,7.8,PhD,No,35,Pass
7.5,74,5.0,Undergraduate,No,79,Pass
5.6,52,6.8,Undergraduate,No,67,Fail
0.6,68,8.5,High School,No,79,Fail
8.4,61,7.2,Diploma,No,50,Pass
8.9,53,9.0,Undergraduate,No,98,Pass
1.1,51,9.2,Undergraduate,Yes,87,Fail
3.5,92,6.7,Diploma,Yes,82,Pass
9.0,63,8.5,Undergraduate,No,71,Pass
8.8,62,8.0,High School,Yes,71,Pass
0.5,67,6.9,High School,Yes,76,Fail
6.1,55,7.4,Postgraduate,Yes,39,Fail
7.6,77,8.1,High School,Yes,43,Pass
7.9,84,7.7,High School,Yes,47,Pass
1.3,82,6.0,Diploma,No,50,Fail
6.2,67,8.9,Undergraduate,Yes,64,Pass
5.3,89,5.8,Undergraduate,Yes,48,Pass
3.2,72,6.5,PhD,Yes,53,Fail
6.1,84,5.6,Postgraduate,Yes,36,Pass
8.9,79,5.7,High School,No,46,Pass
5.4,93,4.9,Diploma,No,38,Fail
7.2,77,8.2,Undergraduate,Yes,89,Pass
5.2,60,5.3,Undergraduate,No,58,Fail
8.3,69,9.4,PhD,Yes,36,Pass
